id,price,property_type,room_type,accommodates,bedrooms,beds,bathrooms_text,amenities,review_scores_rating,number_of_reviews,neighbourhood_cleansed,flag_bedrooms,flag_beds,flag_review_scores_rating,n_bathrooms,flag_n_bathrooms,d_wifi,d_air_conditioning,d_kitchen,d_heating,d_washer,d_elevator,d_tv,ln_price
7234073,723.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1 bath,"[""iron"", ""hangers"", ""stove"", ""kitchen"", ""bed linens"", ""dryer"", ""smoke alarm"", ""dishes and silverware"", ""washer"", ""elevator"", ""wifi"", ""shampoo"", ""hair dryer"", ""tv with standard cable"", ""keypad"", ""self check-in"", ""cooking basics"", ""fire extinguisher"", ""essentials"", ""air conditioning"", ""refrigerator"", ""microwave"", ""hot water""]",4.37,43,Chatu Chak,0,0,0,1.0,0,1,1,1,0,1,1,1,6.583409222158765
7247503,682.0,Entire condo,Entire home/apt,2,2.0,1.0,1 bath,"[""elevator"", ""dishes and silverware"", ""air conditioning"", ""gym"", ""shared pool"", ""refrigerator"", ""dedicated workspace"", ""essentials"", ""free parking on premises"", ""kitchen"", ""patio or balcony"", ""hot water"", ""tv with standard cable"", ""heating""]",4.78,18,Chatu Chak,0,0,0,1.0,0,0,1,1,1,0,1,1,6.525029657843462
7247612,960.0,Room in hostel,Hotel room,2,1.0,1.0,8 shared baths,"[""gas stove"", ""board games"", ""iron"", ""hangers"", ""free parking on premises"", ""cleaning products"", ""children\u2019s dinnerware"", ""crib"", ""kitchen"", ""housekeeping available from 11:00\u202fam to 4:00\u202fpm"", ""extra pillows and blankets"", ""children\u2019s books and toys for ages 2-5 years old"", ""shower gel"", ""bed linens"", ""dryer"", ""baby bath"", ""freezer"", ""wine glasses"", ""toaster"", ""smoke alarm"", ""long term stays allowed"", ""coffee maker: espresso machine"", ""baking sheet"", ""barbecue utensils"", ""dishes and silverware"", ""washer"", ""drying rack for clothing"", ""books and reading material"", ""bikes"", ""hair dryer"", ""shampoo"", ""wifi"", ""laundromat nearby"", ""first aid kit"", ""free street parking"", ""refrigerator"", ""rice maker"", ""hot water kettle"", ""cooking basics"", ""dining table"", ""window ac unit"", ""room-darkening shades"", ""fire extinguisher"", ""essentials"", ""mosquito net"", ""high chair"", ""dedicated workspace"", ""oven"", ""luggage dropoff allowed"", ""host greets you"", ""portable fans"", ""homemade body soap"", ""hot water"", ""coffee"", ""microwave"", ""blender"", ""exterior security cameras on property""]",4.75,184,Phra Nakhon,0,0,0,8.0,0,1,0,1,0,1,0,0,6.866933284461882
7295447,402.0,Shared room in hostel,Shared room,8,1.0,10.0,2 shared baths,"[""shampoo"", ""dryer"", ""smoke alarm"", ""fire extinguisher"", ""essentials"", ""air conditioning"", ""breakfast"", ""tv"", ""wifi""]",4.54,13,Bang Rak,0,0,0,2.0,0,1,1,0,0,0,0,1,5.996452088619021
7332377,500.0,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,"[""iron"", ""hangers"", ""ac - split type ductless system"", ""stove"", ""free parking on premises"", ""kitchen"", ""toaster"", ""smoke alarm"", ""long term stays allowed"", ""paid washer \u2013 in building"", ""dishes and silverware"", ""drying rack for clothing"", ""elevator"", ""shared pool"", ""paid dryer \u2013 in building"", ""laundromat nearby"", ""hot water kettle"", ""hdtv"", ""cooking basics"", ""dining table"", ""garden view"", ""gym"", ""dedicated workspace"", ""clothing storage: closet"", ""private patio or balcony"", ""refrigerator"", ""microwave"", ""hot water""]",4.86,21,Huai Khwang,0,0,0,1.0,0,0,0,1,0,1,1,1,6.214608098422191
7424197,903.0,Private room in rental unit,Private room,3,1.0,2.0,1 shared bath,"[""exterior security cameras on property""]",4.33,6,Vadhana,0,0,0,1.0,0,0,0,0,0,0,0,0,6.805722553416985
7424353,570.0,Private room in rental unit,Private room,1,1.0,1.0,1 bath,"[""tv with standard cable"", ""wifi"", ""air conditioning""]",4.54,59,Vadhana,0,0,0,1.0,0,1,1,0,0,0,0,1,6.345636360828596
7471071,912.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1 bath,"[""host greets you"", ""microwave"", ""shower gel"", ""books and reading material"", ""gym"", ""exterior security cameras on property"", ""drying rack for clothing"", ""cleaning products"", ""fire extinguisher"", ""tv with standard cable"", ""exercise equipment"", ""luggage dropoff allowed"", ""ping pong table"", ""dedicated workspace"", ""wifi"", ""extra pillows and blankets"", ""bay view"", ""air conditioning"", ""carbon monoxide alarm"", ""portable fans"", ""shampoo"", ""free street parking"", ""patio or balcony"", ""free parking on premises"", ""body soap"", ""elevator"", ""river view"", ""essentials"", ""hangers"", ""laundromat nearby"", ""long term stays allowed"", ""shared pool"", ""clothing storage"", ""smoke alarm"", ""toaster"", ""hair dryer"", ""backyard"", ""dishes and silverware"", ""wine glasses"", ""iron"", ""sauna"", ""waterfront"", ""cleaning available during stay"", ""coffee maker"", ""city skyline view"", ""hot water"", ""cooking basics"", ""kitchen"", ""refrigerator""]",4.9,263,Khlong San,0,0,0,1.0,0,1,1,1,0,0,1,1,6.815639990074331
7513050,490.0,Private room in condo,Private room,2,1.0,1.0,1 private bath,"[""tv with standard cable"", ""hangers"", ""smoke alarm"", ""fire extinguisher"", ""essentials"", ""long term stays allowed"", ""refrigerator"", ""kitchen"", ""air conditioning"", ""dishes and silverware"", ""host greets you"", ""hot water"", ""cleaning available during stay"", ""microwave"", ""bed linens"", ""lock on bedroom door"", ""exterior security cameras on property"", ""wifi""]",4.8,5,Huai Khwang,0,0,0,1.0,0,1,1,1,0,0,0,1,6.194405391104672
7518785,893.0,Entire condo,Entire home/apt,3,2.0,2.0,1 bath,"[""iron"", ""hangers"", ""ac - split type ductless system"", ""cleaning products"", ""free washer \u2013 in unit"", ""kitchen"", ""extra pillows and blankets"", ""shower gel"", ""bed linens"", ""freezer"", ""wine glasses"", ""toaster"", ""smoke alarm"", ""long term stays allowed"", ""dishes and silverware"", ""drying rack for clothing"", ""elevator"", ""books and reading material"", ""clothing storage: closet and wardrobe"", ""carbon monoxide alarm"", ""hair dryer"", ""shampoo"", ""laundromat nearby"", ""fast wifi \u2013 80 mbps"", ""refrigerator"", ""rice maker"", ""private gym in building"", ""sound system with aux"", ""hot water kettle"", ""cooking basics"", ""dining table"", ""body soap"", ""room-darkening shades"", ""essentials"", ""luggage dropoff allowed"", ""oven"", ""coffee maker: drip coffee maker"", ""host greets you"", ""portable fans"", ""private patio or balcony"", ""hot water"", ""55 inch hdtv"", ""microwave""]",4.92,49,Bang Rak,0,0,0,1.0,0,1,0,1,0,1,1,1,6.794586580876499
7527620,810.0,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,"[""hangers"", ""clothing storage"", ""free parking on premises"", ""kitchen"", ""pool"", ""bed linens"", ""dishes and silverware"", ""elevator"", ""wifi"", ""hair dryer"", ""tv with standard cable"", ""self check-in"", ""cooking basics"", ""gym"", ""essentials"", ""dedicated workspace"", ""air conditioning"", ""lockbox"", ""refrigerator"", ""microwave"", ""hot water""]",4.92,50,Phra Khanong,0,0,0,1.0,0,1,1,1,0,0,1,1,6.697034247666484
7537716,980.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1 bath,"[""fast wifi \u2013 602 mbps"", ""iron"", ""hangers"", ""40 inch hdtv with netflix, standard cable"", ""stove"", ""cleaning products"", ""free washer \u2013 in unit"", ""kitchen"", ""extra pillows and blankets"", ""bidet"", ""shower gel"", ""bed linens"", ""freezer"", ""wine glasses"", ""toaster"", ""smoke alarm"", ""long term stays allowed"", ""conditioner"", ""dishes and silverware"", ""drying rack for clothing"", ""elevator"", ""books and reading material"", ""carbon monoxide alarm"", ""ethernet connection"", ""shared outdoor pool - available all year, open specific hours, rooftop"", ""hair dryer"", ""shampoo"", ""paid dryer \u2013 in building"", ""laundromat nearby"", ""city skyline view"", ""rice maker"", ""hot water kettle"", ""cooking basics"", ""dining table"", ""mitsubishi refrigerator"", ""paid parking lot on premises \u2013 1 space"", ""body soap"", ""room-darkening shades"", ""gym"", ""fire extinguisher"", ""essentials"", ""dedicated workspace"", ""coffee maker: drip coffee maker"", ""outdoor shower"", ""patio or balcony"", ""backyard"", ""air conditioning"", ""portable fans"", ""clothing storage: closet"", ""sauna"", ""hot water"", ""host greets you"", ""microwave""]",4.95,219,Khlong Toei,0,0,0,1.0,0,1,1,1,0,1,1,1,6.887552571664617
7550675,884.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1 bath,"[""smoke alarm"", ""essentials"", ""hot tub"", ""kitchen"", ""air conditioning"", ""heating"", ""washer"", ""elevator"", ""tv""]",4.0,1,Bang Na,0,0,0,1.0,0,0,1,1,1,1,1,1,6.784457062637643
7560373,810.0,Entire rental unit,Entire home/apt,3,1.0,1.0,1 bath,"[""tv"", ""shared patio or balcony"", ""fire extinguisher"", ""backyard"", ""bed linens"", ""kitchen"", ""wifi"", ""long term stays allowed"", ""hair dryer"", ""air conditioning"", ""gym"", ""self check-in"", ""essentials"", ""private entrance"", ""hot water"", ""microwave"", ""lockbox"", ""single level home"", ""washer"", ""dryer"", ""dishes and silverware"", ""hangers"", ""refrigerator"", ""extra pillows and blankets"", ""iron""]",4.56,43,Suanluang,0,0,0,1.0,0,1,1,1,0,1,0,1,6.697034247666484
7573007,720.0,Entire rental unit,Entire home/apt,3,1.0,2.0,1 bath,"[""shampoo"", ""gym"", ""shared backyard \u2013 fully fenced"", ""fire extinguisher"", ""essentials"", ""kitchen"", ""self check-in"", ""air conditioning"", ""dishes and silverware"", ""washer"", ""lockbox"", ""refrigerator"", ""microwave"", ""tv""]",4.55,33,Suanluang,0,0,0,1.0,0,0,1,1,0,1,0,1,6.579251212010101
7607302,990.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1 bath,"[""shampoo"", ""room-darkening shades"", ""gym"", ""smoke alarm"", ""hangers"", ""essentials"", ""mosquito net"", ""refrigerator"", ""free parking on premises"", ""pool"", ""air conditioning"", ""elevator"", ""hot water"", ""shower gel"", ""wifi"", ""bed linens"", ""tv"", ""hair dryer""]",4.38,8,Chatu Chak,0,0,0,1.0,0,1,1,0,0,0,1,1,6.897704943128636
7631853,780.0,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,"[""room-darkening shades"", ""stove"", ""host greets you"", ""microwave"", ""shower gel"", ""books and reading material"", ""coffee"", ""drying rack for clothing"", ""garden view"", ""children's playroom"", ""fire extinguisher"", ""tv with standard cable"", ""outdoor furniture"", ""exercise equipment"", ""outdoor playground"", ""dedicated workspace"", ""wifi"", ""air conditioning"", ""carbon monoxide alarm"", ""shampoo"", ""paid parking on premises"", ""patio or balcony"", ""body soap"", ""bed linens"", ""elevator"", ""essentials"", ""hangers"", ""laundromat nearby"", ""long term stays allowed"", ""clothing storage"", ""washer"", ""smoke alarm"", ""toaster"", ""hair dryer"", ""backyard"", ""dishes and silverware"", ""dining table"", ""iron"", ""dryer"", ""rice maker"", ""city skyline view"", ""hot water"", ""cooking basics"", ""kitchen"", ""hot water kettle"", ""refrigerator""]",4.81,121,Suanluang,0,0,0,1.0,0,1,1,1,0,1,1,1,6.659293919683638
7680539,646.0,Entire condo,Entire home/apt,2,0.0,1.0,1 bath,"[""gym"", ""smoke alarm"", ""tv with standard cable"", ""fire extinguisher"", ""essentials"", ""free parking on premises"", ""kitchen"", ""pool"", ""air conditioning"", ""elevator"", ""wifi""]",4.84,63,Yan na wa,0,0,0,1.0,0,1,1,1,0,0,1,1,6.470799503782602
7736615,848.0,Entire rental unit,Entire home/apt,2,0.0,1.0,1 bath,"[""hangers"", ""free parking on premises"", ""shower gel"", ""long term stays allowed"", ""paid washer \u2013 in building"", ""dishes and silverware"", ""drying rack for clothing"", ""wifi"", ""shampoo"", ""paid dryer \u2013 in building"", ""32 inch hdtv with standard cable"", ""hair dryer"", ""self check-in"", ""hot water kettle"", ""dining table"", ""building staff"", ""room-darkening shades"", ""fire extinguisher"", ""essentials"", ""luggage dropoff allowed"", ""patio or balcony"", ""air conditioning"", ""clothing storage: closet"", ""refrigerator"", ""microwave"", ""exterior security cameras on property"", ""hot water""]",4.65,86,Phra Khanong,0,0,0,1.0,0,1,1,0,0,1,0,1,6.742880635791903
7777689,836.0,Private room in home,Private room,2,1.0,2.0,2 baths,"[""iron"", ""hangers"", ""free parking on premises"", ""cleaning products"", ""breakfast"", ""bidet"", ""shower gel"", ""long term stays allowed"", ""coffee maker"", ""dishes and silverware"", ""wifi"", ""shampoo"", ""hair dryer"", ""first aid kit"", ""city skyline view"", ""dining table"", ""lock on bedroom door"", ""window ac unit"", ""body soap"", ""fire extinguisher"", ""essentials"", ""luggage dropoff allowed"", ""host greets you"", ""refrigerator""]",4.85,164,Phra Nakhon,0,0,0,2.0,0,1,0,0,0,0,0,0,6.728628613084702
7778861,776.0,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,"[""elevator"", ""fire extinguisher"", ""wifi"", ""air conditioning"", ""pool"", ""gym"", ""hangers"", ""shampoo"", ""iron"", ""smoke alarm"", ""essentials"", ""kitchen"", ""tv with standard cable"", ""washer"", ""carbon monoxide alarm""]",4.26,23,Pra Wet,0,0,0,1.0,0,1,1,1,0,1,1,1,6.654152520183219
7790969,637.0,Entire loft,Entire home/apt,2,1.0,1.0,1 bath,"[""iron"", ""hangers"", ""kitchen"", ""dryer"", ""dishes and silverware"", ""washer"", ""wifi"", ""shampoo"", ""hair dryer"", ""tv with standard cable"", ""self check-in"", ""cooking basics"", ""fire extinguisher"", ""essentials"", ""dedicated workspace"", ""air conditioning"", ""lockbox"", ""hot water"", ""paid parking off premises""]",4.62,69,Bang Kho laen,0,0,0,1.0,0,1,1,1,0,1,0,1,6.456769655572163
7794268,713.0,Private room in condo,Private room,2,1.0,1.0,1 shared bath,"[""shampoo"", ""gym"", ""tv with standard cable"", ""smoke alarm"", ""essentials"", ""free parking on premises"", ""kitchen"", ""pool"", ""air conditioning"", ""heating"", ""washer"", ""elevator"", ""carbon monoxide alarm"", ""wifi""]",4.83,0,Phasi Charoen,0,0,1,1.0,0,1,1,1,1,1,1,1,6.569481420414296
7804568,848.0,Entire rental unit,Entire home/apt,2,0.0,1.0,1 bath,"[""hangers"", ""free parking on premises"", ""shower gel"", ""long term stays allowed"", ""paid washer \u2013 in building"", ""dishes and silverware"", ""drying rack for clothing"", ""wifi"", ""shampoo"", ""paid dryer \u2013 in building"", ""32 inch hdtv with standard cable"", ""hair dryer"", ""self check-in"", ""hot water kettle"", ""dining table"", ""building staff"", ""room-darkening shades"", ""fire extinguisher"", ""essentials"", ""luggage dropoff allowed"", ""patio or balcony"", ""air conditioning"", ""clothing storage: closet"", ""refrigerator"", ""microwave"", ""exterior security cameras on property"", ""hot water""]",4.74,139,Phra Khanong,0,0,0,1.0,0,1,1,0,0,1,0,1,6.742880635791903
7886584,454.0,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,"[""hangers"", ""free parking on premises"", ""kitchen"", ""outdoor dining area"", ""dryer"", ""shared hot tub"", ""smoke alarm"", ""dishes and silverware"", ""outdoor furniture"", ""washer"", ""elevator"", ""shared pool"", ""tv"", ""wifi"", ""shampoo"", ""hair dryer"", ""free street parking"", ""self check-in"", ""pool view"", ""gym"", ""fire extinguisher"", ""essentials"", ""air conditioning"", ""private patio or balcony"", ""lockbox"", ""refrigerator"", ""microwave"", ""exterior security cameras on property"", ""hot water""]",4.88,16,Chom Thong,0,0,0,1.0,0,1,1,1,0,1,1,1,6.118097198041348
7887684,648.0,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,"[""microwave"", ""tv"", ""fire extinguisher"", ""luggage dropoff allowed"", ""wifi"", ""building staff"", ""self check-in"", ""air conditioning"", ""shampoo"", ""patio or balcony"", ""free parking on premises"", ""elevator"", ""essentials"", ""hangers"", ""long term stays allowed"", ""heating"", ""shared pool"", ""smoke alarm"", ""washer"", ""hair dryer"", ""dishes and silverware"", ""iron"", ""dryer"", ""hot water"", ""refrigerator""]",4.97,211,Suanluang,0,0,0,1.0,0,1,1,0,1,1,1,1,6.473890696352274
7963242,713.0,Entire condo,Entire home/apt,4,1.0,2.0,1 bath,"[""hangers"", ""ac - split type ductless system"", ""cleaning products"", ""kitchen"", ""extra pillows and blankets"", ""bidet"", ""shower gel"", ""bed linens"", ""clothing storage: wardrobe and dresser"", ""smoke alarm"", ""long term stays allowed"", ""conditioner"", ""dishes and silverware"", ""free carport on premises \u2013 1 space"", ""drying rack for clothing"", ""elevator"", ""shared pool"", ""carbon monoxide alarm"", ""hair dryer"", ""shampoo"", ""wifi"", ""laundromat nearby"", ""tv with standard cable"", ""refrigerator"", ""shared gym in building"", ""hot water kettle"", ""room-darkening shades"", ""fire extinguisher"", ""essentials"", ""dedicated workspace"", ""patio or balcony"", ""host greets you"", ""portable fans"", ""hot water"", ""microwave""]",4.81,127,Phra Khanong,0,0,0,1.0,0,1,0,1,0,0,1,1,6.569481420414296
8054683,423.0,Private room in home,Private room,2,1.0,1.0,1 private bath,"[""hangers"", ""cleaning products"", ""kitchen"", ""outdoor dining area"", ""bed linens"", ""outdoor kitchen"", ""long term stays allowed"", ""dishes and silverware"", ""outdoor furniture"", ""drying rack for clothing"", ""wifi"", ""shampoo"", ""washer \u2013\u00a0in building"", ""bbq grill"", ""private living room"", ""private entrance"", ""cooking basics"", ""lock on bedroom door"", ""body soap"", ""smoking allowed"", ""essentials"", ""dedicated workspace"", ""patio or balcony"", ""paid parking lot off premises"", ""backyard"", ""air conditioning"", ""host greets you"", ""clothing storage: closet"", ""refrigerator"", ""microwave"", ""exterior security cameras on property"", ""hot water""]",4.42,26,Khlong San,0,0,0,1.0,0,1,1,1,0,1,0,0,6.0473721790462776
8076747,990.0,Entire loft,Entire home/apt,2,0.0,1.0,1 bath,"[""microwave"", ""elevator"", ""dishes and silverware"", ""air conditioning"", ""pool"", ""gym"", ""hangers"", ""shampoo"", ""bed linens"", ""refrigerator"", ""smoke alarm"", ""essentials"", ""extra pillows and blankets"", ""kitchen"", ""patio or balcony"", ""tv with standard cable"", ""washer"", ""stove""]",4.83,0,Huai Khwang,0,0,1,1.0,0,0,1,1,0,1,1,1,6.897704943128636
8143524,815.0,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,"[""hangers"", ""stove"", ""cleaning products"", ""free parking on premises"", ""kitchen"", ""shower gel"", ""bed linens"", ""safe"", ""smoke alarm"", ""dishes and silverware"", ""washer"", ""drying rack for clothing"", ""shared pool"", ""carbon monoxide alarm"", ""tv"", ""wifi"", ""shampoo"", ""cooking basics"", ""clothing storage: dresser"", ""gym"", ""essentials"", ""dedicated workspace"", ""oven"", ""air conditioning"", ""host greets you"", ""refrigerator"", ""microwave""]",4.77,56,Thon buri,0,0,0,1.0,0,1,1,1,0,1,0,1,6.703188113240863
8228442,998.0,Entire condo,Entire home/apt,3,1.0,1.0,1 bath,"[""iron"", ""hangers"", ""free parking on premises"", ""free washer \u2013 in unit"", ""kitchen"", ""smoke alarm"", ""shared patio or balcony"", ""long term stays allowed"", ""dishes and silverware"", ""elevator"", ""shared pool"", ""carbon monoxide alarm"", ""wifi"", ""shampoo"", ""hair dryer"", ""first aid kit"", ""self check-in"", ""cooking basics"", ""building staff"", ""window ac unit"", ""gym"", ""shared backyard \u2013 fully fenced"", ""essentials"", ""dedicated workspace"", ""50 inch hdtv with standard cable, netflix"", ""refrigerator"", ""microwave"", ""hot water""]",4.92,66,Parthum Wan,0,0,0,1.0,0,1,0,1,0,1,1,1,6.905753276311464
8232526,792.0,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,"[""gym"", ""smoke alarm"", ""refrigerator"", ""free parking on premises"", ""patio or balcony"", ""kitchen"", ""self check-in"", ""private hot tub"", ""air conditioning"", ""cooking basics"", ""dishes and silverware"", ""elevator"", ""hot water"", ""shared pool"", ""microwave"", ""building staff"", ""tv"", ""wifi""]",4.43,30,Phra Khanong,0,0,0,1.0,0,1,1,1,0,0,1,1,6.674561391814426
8258847,808.0,Entire condo,Entire home/apt,2,1.0,1.0,1 bath,"[""hangers"", ""free parking on premises"", ""cleaning products"", ""kitchen"", ""paid parking lot on premises"", ""bed linens"", ""long term stays allowed"", ""dishes and silverware"", ""elevator"", ""shared pool"", ""books and reading material"", ""tv"", ""shampoo"", ""rice maker"", ""hot water kettle"", ""room-darkening shades"", ""gym"", ""shared backyard"", ""air conditioning"", ""refrigerator"", ""microwave"", ""clothing storage: wardrobe"", ""hot water""]",4.8,10,Bang Sue,0,0,0,1.0,0,0,1,1,0,0,1,1,6.694562058521095
8261747,775.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1 bath,"[""iron"", ""hangers"", ""clothing storage"", ""coffee maker: pour-over coffee"", ""ac - split type ductless system"", ""shared outdoor pool - available all year, infinity, rooftop"", ""cleaning products"", ""free washer \u2013 in unit"", ""kitchen"", ""extra pillows and blankets"", ""bidet"", ""shower gel"", ""bed linens"", ""freezer"", ""wine glasses"", ""toaster"", ""safe"", ""smoke alarm"", ""paid parking on premises"", ""long term stays allowed"", ""mini fridge"", ""conditioner"", ""game console"", ""barbecue utensils"", ""dishes and silverware"", ""drying rack for clothing"", ""elevator"", ""books and reading material"", ""carbon monoxide alarm"", ""ethernet connection"", ""hair dryer"", ""shampoo"", ""paid dryer \u2013 in building"", ""exercise equipment"", ""40 inch hdtv with standard cable"", ""first aid kit"", ""fast wifi \u2013 76 mbps"", ""laundromat nearby"", ""refrigerator"", ""rice maker"", ""shared gym in building"", ""arcade games"", ""hot water kettle"", ""private entrance"", ""cooking basics"", ""dining table"", ""cleaning available during stay"", ""body soap"", ""room-darkening shades"", ""fire extinguisher"", ""essentials"", ""dedicated workspace"", ""luggage dropoff allowed"", ""oven"", ""backyard"", ""host greets you"", ""portable fans"", ""heating"", ""private patio or balcony"", ""hot water"", ""coffee"", ""microwave"", ""blender"", ""dishwasher""]",4.82,119,Phra Khanong,0,0,0,1.0,0,1,0,1,1,1,1,1,6.652863029353347
8287542,765.0,Private room in rental unit,Private room,4,1.0,1.0,1 bath,[],4.83,0,Bang Kapi,0,0,1,1.0,0,0,0,0,0,0,0,0,6.639875833826536
8334330,900.0,Private room in villa,Private room,2,1.0,1.0,1 private bath,"[""hangers"", ""clothing storage"", ""ac - split type ductless system"", ""bidet"", ""bed linens"", ""long term stays allowed"", ""drying rack for clothing"", ""wifi"", ""self check-in"", ""private entrance"", ""cleaning available during stay"", ""free dryer \u2013 in building"", ""lock on bedroom door"", ""room-darkening shades"", ""free washer \u2013 in building"", ""dedicated workspace"", ""luggage dropoff allowed"", ""portable fans"", ""lockbox"", ""refrigerator"", ""hot water""]",4.67,177,Sathon,0,0,0,1.0,0,1,0,0,0,1,0,0,6.802394763324311
8433088,765.0,Room in boutique hotel,Private room,2,10.0,4.0,1 shared bath,"[""hangers"", ""boat slip"", ""free parking on premises"", ""cleaning products"", ""children\u2019s dinnerware"", ""kitchen"", ""extra pillows and blankets"", ""bidet"", ""shower gel"", ""bed linens"", ""freezer"", ""long term stays allowed"", ""resort access"", ""babysitter recommendations"", ""dishes and silverware"", ""washer"", ""drying rack for clothing"", ""books and reading material"", ""pets allowed"", ""ethernet connection"", ""hair dryer"", ""shampoo"", ""wifi"", ""free street parking"", ""first aid kit"", ""hot water kettle"", ""dining table"", ""cleaning available during stay"", ""body soap"", ""room-darkening shades"", ""smoking allowed"", ""fire extinguisher"", ""essentials"", ""dedicated workspace"", ""high chair"", ""luggage dropoff allowed"", ""hot tub"", ""patio or balcony"", ""air conditioning"", ""host greets you"", ""children\u2019s books and toys"", ""hot water"", ""coffee"", ""clothing storage: wardrobe""]",3.67,3,Bang Kapi,0,0,0,1.0,0,1,1,1,0,1,0,0,6.639875833826536
8461188,759.0,Private room in home,Private room,2,1.0,1.0,2 shared baths,"[""iron"", ""hangers"", ""ac - split type ductless system"", ""boat slip"", ""cleaning products"", ""kitchenette"", ""free washer \u2013 in unit"", ""ceiling fan"", ""extra pillows and blankets"", ""bidet"", ""lux  body soap"", ""shower gel"", ""bed linens"", ""freezer"", ""toaster"", ""long term stays allowed"", ""mini fridge"", ""sunsilk shampoo"", ""kayak"", ""dishes and silverware"", ""drying rack for clothing"", ""bread maker"", ""waterfront"", ""ethernet connection"", ""hair dryer"", ""wifi"", ""first aid kit"", ""refrigerator"", ""hot water kettle"", ""private entrance"", ""cooking basics"", ""dining table"", ""cleaning available during stay"", ""lock on bedroom door"", ""room-darkening shades"", ""smoking allowed"", ""fire extinguisher"", ""essentials"", ""free dryer \u2013 in unit"", ""dedicated workspace"", ""luggage dropoff allowed"", ""canal view"", ""host greets you"", ""private patio or balcony"", ""hot water"", ""coffee"", ""microwave"", ""paid parking lot off premises""]",4.88,298,Lat Krabang,0,0,0,2.0,0,1,0,1,0,1,0,0,6.63200177739563
8474983,815.0,Entire rental unit,Entire home/apt,2,1.0,2.0,1 bath,"[""shampoo"", ""tv with standard cable"", ""smoke alarm"", ""microwave"", ""long term stays allowed"", ""essentials"", ""ac - split type ductless system"", ""refrigerator"", ""self check-in"", ""washer"", ""elevator"", ""hot water"", ""shared pool"", ""wifi"", ""building staff"", ""gym in building"", ""hair dryer""]",4.5,172,Bang Rak,0,0,0,1.0,0,1,0,0,0,1,1,1,6.703188113240863
8477107,806.0,Entire home,Entire home/apt,3,1.0,2.0,1.5 baths,"[""shampoo"", ""free parking on premises"", ""kitchen"", ""air conditioning"", ""pets allowed""]",5.0,1,Thung khru,0,0,0,1.5,0,0,1,1,0,0,0,0,6.692083742506628
8571342,616.0,Entire rental unit,Entire home/apt,2,1.0,1.0,2 baths,"[""shampoo"", ""tv with standard cable"", ""hangers"", ""fire extinguisher"", ""essentials"", ""free parking on premises"", ""air conditioning"", ""wifi""]",4.57,7,Wang Thong Lang,0,0,0,2.0,0,1,1,0,0,0,0,1,6.423246963533519
8647630,743.0,Entire rental unit,Entire home/apt,2,0.0,1.0,1 bath,"[""hangers"", ""ac - split type ductless system"", ""free parking on premises"", ""shower gel"", ""long term stays allowed"", ""paid washer \u2013 in building"", ""dishes and silverware"", ""drying rack for clothing"", ""wifi"", ""shampoo"", ""paid dryer \u2013 in building"", ""32 inch hdtv with standard cable"", ""hair dryer"", ""self check-in"", ""hot water kettle"", ""dining table"", ""building staff"", ""room-darkening shades"", ""fire extinguisher"", ""essentials"", ""luggage dropoff allowed"", ""patio or balcony"", ""clothing storage: closet"", ""refrigerator"", ""microwave"", ""exterior security cameras on property"", ""hot water""]",4.77,69,Phra Khanong,0,0,0,1.0,0,1,0,0,0,1,0,1,6.610696044717759
8675161,720.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1 bath,"[""hangers"", ""clothing storage"", ""ac - split type ductless system"", ""cleaning products"", ""bidet"", ""bed linens"", ""long term stays allowed"", ""paid washer \u2013 in building"", ""drying rack for clothing"", ""ethernet connection"", ""wifi"", ""shampoo"", ""paid dryer \u2013 in building"", ""laundromat nearby"", ""portable heater"", ""self check-in"", ""private entrance"", ""cleaning available during stay"", ""body soap"", ""room-darkening shades"", ""fire extinguisher"", ""essentials"", ""dedicated workspace"", ""luggage dropoff allowed"", ""portable fans"", ""lockbox"", ""hot water""]",4.72,277,Sathon,0,0,0,1.0,0,1,0,0,0,1,0,0,6.579251212010101
8676249,850.0,Entire serviced apartment,Entire home/apt,2,0.0,0.0,1 bath,"[""hangers"", ""bidet"", ""bed linens"", ""dryer"", ""long term stays allowed"", ""washer"", ""ethernet connection"", ""wifi"", ""hair dryer"", ""laundromat nearby"", ""self check-in"", ""room-darkening shades"", ""essentials"", ""dedicated workspace"", ""luggage dropoff allowed"", ""air conditioning"", ""portable fans"", ""private patio or balcony"", ""lockbox"", ""hot water""]",4.66,67,Sathon,0,0,0,1.0,0,1,1,0,0,1,0,0,6.745236349484363
